series_key;time_period;time_period_start;time_period_end;obs_value;updated_at;dataset_id;title_fr;title_long_fr;MNE;FREQ;DOMAINE;ACTIVITE;VARIABLE;ZONE_GEO;CATEGORIE;POPULATION;CONTREPARTIE;CONSOLIDATION;UNIT;DECIMALS;UNIT_MULT;ADJUSTMENT;TIME_FORMAT;SOURCE_AGENCY;TIME_PER_COLLECT;OBS_CONF;OBS_STATUS
ACPR.A.BQ.RISQUES.ACTFR_CLIENT_RE_TTES_DEV2270.43._Z.SNF.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;10,21;2025-10-22T14:00:31+00:00;ACPR;Comptes d'épargne à régime spécial des sociétés non financières;Comptes d'épargne à régime spécial des sociétés non financières;ACTFR_CLIENT_RE_TTES_DEV2270;A;BQ;_Z;43;_Z;RISQUES;TOTAL_SECTEUR;SNF;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572._Z.NACE_S.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;104,3;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement du secteur des autres activités de services;Taux de provisionnement du secteur des autres activités de services;TX_PROV;A;BQ;_Z;572;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_S;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;5987,06;2025-10-22T14:00:28+00:00;ACPR;Crédits net du secteur bancaire français;Crédits net du secteur bancaire français;CRED_CLIENT;A;BQ;_Z;34;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34._Z.NACE_F.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;81,13;2025-10-22T14:00:28+00:00;ACPR;Crédits au secteur de la construction;Crédits au secteur de la construction;CRED_CLIENT;A;BQ;_Z;34;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_F;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_TRESO.38._Z.APU.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;6,67;2025-10-22T14:00:28+00:00;ACPR;Crédits de trésorerie aux administrations publiques;Crédits de trésorerie aux administrations publiques;CRED_TRESO;A;BQ;_Z;38;_Z;RISQUES;TOTAL_SECTEUR;APU;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS.39._Z.NACE_G.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;261,01;2025-10-22T14:00:28+00:00;ACPR;Crédits bruts aux entreprises du secteur du commerce;Crédits bruts aux entreprises du secteur du commerce;CREDITS_BRUTS;A;BQ;_Z;39;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_G;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DERIV_PASSIF_ORGA.50._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;21,37;2025-10-22T14:00:29+00:00;ACPR;Montant au passif de dérivés sur marchés organisés;Passif de dérivés sur marchés organisés;DERIV_PASSIF_ORGA;A;BQ;_Z;50;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.GB_FIN_NEGO_ACTIF_9847.183._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;666,55;2025-10-22T14:00:29+00:00;ACPR;Prêts et avances yc les operations de pensions sur titres coté actif;Prêts et avances yc les operations de pensions sur titres coté actif;GB_FIN_NEGO_ACTIF_9847;A;BQ;_Z;183;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.INDICATEUR9913.582._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;319,83;2025-10-22T14:00:29+00:00;ACPR;Value at Risk à 1 jour;Value at Risk à 1 jour;INDICATEUR9913;A;BQ;_Z;582;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;6;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.OBLIG_PTF_NEGO.238._Z.EC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;15,47;2025-10-22T14:00:29+00:00;ACPR;Titre de créances émis par les établissements de crédit dans le portefeuille de négociation;Titre de créances émis par les établissements de crédit dans le portefeuille de négociation;OBLIG_PTF_NEGO;A;BQ;_Z;238;_Z;RISQUES;TOP6_AUT_GROUPES;EC;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.RATIO_CREDEP.363._Z.HORS_EC_BC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;92,85;2025-10-22T14:00:29+00:00;ACPR;Ratio crédits / Dépôts  hors EC et banques centrales;Ratio crédits / Dépôts  hors EC et banques centrales;RATIO_CREDEP;A;BQ;_Z;363;_Z;RISQUES;TOP6_AUT_GROUPES;HORS_EC_BC;PHNC;PC;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVE_CREDIT10009.464._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;29,43;2025-10-22T14:00:29+00:00;ACPR;Achats de autres dérivés de crédit En notionnel;Achats de autres dérivés de crédit En notionnel;TB_FIN_NEGO_DERIVE_CREDIT10009;A;BQ;_Z;464;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVES9926.476._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;321,48;2025-10-22T14:00:30+00:00;ACPR;Montant à l'actif de dérivés sur change et or;Montant à l'actif de dérivés sur change et or;TB_FIN_NEGO_DERIVES9926;A;BQ;_Z;476;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_VENTE_OPTION9980.496._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;3640,47;2025-10-22T14:00:30+00:00;ACPR;Ventes d'options sur Taux d'intérêt;Ventes d'options sur Taux d'intérêt;TB_FIN_NEGO_VENTE_OPTION9980;A;BQ;_Z;496;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.GE.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;2,86;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants aux grandes entreprises;Taux de prêts non performants aux grandes entreprises;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;GE;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.NACE_L.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;2,9;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants du secteur des activités immobilières;Taux de prêts non performants du secteur des activités immobilières;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_L;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.NACE_R.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;5,32;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants du secteur des arts, spectacles et activités récréatives;Taux de prêts non performants du secteur des arts, spectacles et activités récréatives;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_R;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569.US.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;1,69;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants aux Etats-Unis;Taux de prêts non performants aux Etats-Unis;TX_NPL;A;BQ;_Z;569;US;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572._Z.MENAGES.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;43,87;2025-10-22T14:00:30+00:00;ACPR;Taux de provisionnement aux ménages;Taux de provisionnement aux ménages;TX_PROV;A;BQ;_Z;572;_Z;RISQUES;TOP6_AUT_GROUPES;MENAGES;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572._Z.NACE_C.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;58,22;2025-10-22T14:00:30+00:00;ACPR;Taux de provisionnement du secteur des industrie manufacturière;Taux de provisionnement du secteur des industrie manufacturière;TX_PROV;A;BQ;_Z;572;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_C;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572._Z.NACE_F.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;59,46;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement du secteur de la construction;Taux de provisionnement du secteur de la construction;TX_PROV;A;BQ;_Z;572;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_F;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DEPOTS.43._Z._Z.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;2676,93;2025-10-22T14:00:31+00:00;ACPR;Dépôts de la clientèle non financière;Dépôts de la clientèle non financière;DEPOTS;A;BQ;_Z;43;_Z;RISQUES;TOTAL_SECTEUR;_Z;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.S2_MCA.661._Z.MENAGES.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;193,37;2025-10-22T14:00:31+00:00;ACPR;Encours de prêts et avances (brut comptable) aux ménages en stade 2 - coût amorti;Encours de prêts et avances (brut comptable) aux ménages en stade 2 - coût amorti;S2_MCA;A;BQ;_Z;661;_Z;RISQUES;TOP6_AUT_GROUPES;MENAGES;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.LOANS_PTF_NEGO.222._Z.BC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;26,65;2025-10-22T14:00:29+00:00;ACPR;Prêts aux Banques centrales dans le portefeuille de négociation;Prêts aux Banques centrales dans le portefeuille de négociation;LOANS_PTF_NEGO;A;BQ;_Z;222;_Z;RISQUES;TOP6_AUT_GROUPES;BC;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS_MENAGES_ENF_PAYS.40.GB.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;83,19;2025-10-22T14:00:29+00:00;ACPR;Crédits bruts aux ménages et entreprises non financières au Royaume uni;Crédits bruts aux ménages et entreprises non financières au Royaume uni;CREDITS_BRUTS_MENAGES_ENF_PAYS;A;BQ;_Z;40;GB;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS_MENAGES_ENF_PAYS.40.US.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;133,52;2025-10-22T14:00:29+00:00;ACPR;Crédits bruts aux ménages et entreprises non financières aux états unis;Crédits bruts aux ménages et entreprises non financières aux Etats unis;CREDITS_BRUTS_MENAGES_ENF_PAYS;A;BQ;_Z;40;US;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.ACTFR_CLIENT_RE_TTES_DEV2360.43._Z.SNF.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;270,59;2025-10-22T14:00:31+00:00;ACPR;Comptes à terme des sociétés non financières;Comptes à terme des sociétés non financières;ACTFR_CLIENT_RE_TTES_DEV2360;A;BQ;_Z;43;_Z;RISQUES;TOTAL_SECTEUR;SNF;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVES9918.585._Z._Z.PHNC._Z._Z;2024;2024-01-01;2024-12-31;4092,7;2025-10-22T14:00:31+00:00;ACPR;Montants notionnels de dérivés sur actions;Montants notionnels de dérivés sur actions;TB_FIN_NEGO_DERIVES9918;A;BQ;_Z;585;_Z;RISQUES;_Z;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572._Z.NACE_Q.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;63,44;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement du secteur de la santé humaine et action sociale;Taux de provisionnement du secteur de la santé humaine et action sociale;TX_PROV;A;BQ;_Z;572;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_Q;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_HAB.36._Z.MENAGES.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;1273,0;2025-10-22T14:00:28+00:00;ACPR;Crédits à l'habitat aux Ménages;Crédits à l'habitat aux Ménages;CRED_HAB;A;BQ;_Z;36;_Z;RISQUES;TOTAL_SECTEUR;MENAGES;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DERIV_NOTIONNEL_GRE_GRE.47._Z.EF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;69504,95;2025-10-22T14:00:29+00:00;ACPR;Montant notionnels de dérivés de gré à gré avec autres entreprises financières;Montant notionnels de dérivés de gré à gré avec autres entreprises financières;DERIV_NOTIONNEL_GRE_GRE;A;BQ;_Z;47;_Z;RISQUES;TOP6_AUT_GROUPES;EF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DT_PL_PTF_NEGO.58._Z.BC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;27,34;2025-10-22T14:00:29+00:00;ACPR;Dépôts et titres des Banques Centrales donnés en pension livrée du portefeuille de négociation;Dépôts et titres des Banques Centrales donnés en pension livrée du portefeuille de négociation;DT_PL_PTF_NEGO;A;BQ;_Z;58;_Z;RISQUES;TOP6_AUT_GROUPES;BC;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVE_CREDIT10015.467._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;0,01;2025-10-22T14:00:29+00:00;ACPR;Options sur écart de crédit (Credit spread options) à l'actif;Options sur écart de crédit (Credit spread options) à l'actif;TB_FIN_NEGO_DERIVE_CREDIT10015;A;BQ;_Z;467;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_HAB.36._Z.APU.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;4,9;2025-10-22T14:00:28+00:00;ACPR;Crédits à l'habitat aux administrations publiques;Crédits à l'habitat aux administrations publiques;CRED_HAB;A;BQ;_Z;36;_Z;RISQUES;TOTAL_SECTEUR;APU;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.GB_FIN_NEGO_ACTIF_9844.180._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;715,39;2025-10-22T14:00:29+00:00;ACPR;Dérivés dans le portefeuille de négociation coté actif;Dérivés dans le portefeuille de négociation coté actif;GB_FIN_NEGO_ACTIF_9844;A;BQ;_Z;180;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572.BE.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;52,49;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement en Belgique;Taux de provisionnement en Belgique;TX_PROV;A;BQ;_Z;572;BE;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34._Z.NACE_I.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;44,06;2025-10-22T14:00:28+00:00;ACPR;Crédits au secteur de l'hébergement et restauration;Crédits au secteur de l'hébergement et restauration;CRED_CLIENT;A;BQ;_Z;34;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_I;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS.39._Z.NACE_A.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;72,22;2025-10-22T14:00:28+00:00;ACPR;Crédits bruts aux entreprises du secteur de l'agriculture, sylviculture et pêche;Crédits bruts aux entreprises du secteur de l'agriculture, sylviculture et pêche;CREDITS_BRUTS;A;BQ;_Z;39;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_A;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_VENTE_OPTION9992.502._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;5604,18;2025-10-22T14:00:30+00:00;ACPR;Options achats et ventes sur Change et or;Options achats et ventes sur Change et or;TB_FIN_NEGO_VENTE_OPTION9992;A;BQ;_Z;502;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572.FR.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;64,73;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement en France;Taux de provisionnement en France;TX_PROV;A;BQ;_Z;572;FR;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_BAIL.33._Z.MENAGES.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;29,0;2025-10-22T14:00:28+00:00;ACPR;Crédit-bail et opérations assimilées aux Ménages;Crédit-bail et opérations assimilées aux Ménages;CRED_BAIL;A;BQ;_Z;33;_Z;RISQUES;TOTAL_SECTEUR;MENAGES;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34._Z.NACE_L.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;450,22;2025-10-22T14:00:28+00:00;ACPR;Crédits au secteur des activités immobilières;Crédits au secteur des activités immobilières;CRED_CLIENT;A;BQ;_Z;34;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_L;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_EQUIP.35._Z.APU.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;151,01;2025-10-22T14:00:28+00:00;ACPR;Crédits à l'équipement aux administrations publiques;Crédits à l'équipement aux administrations publiques;CRED_EQUIP;A;BQ;_Z;35;_Z;RISQUES;TOTAL_SECTEUR;APU;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_TRESO.38._Z.SNF.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;219,78;2025-10-22T14:00:28+00:00;ACPR;Crédits de trésorerie aux sociétés non financières;Crédits de trésorerie aux sociétés non financières;CRED_TRESO;A;BQ;_Z;38;_Z;RISQUES;TOTAL_SECTEUR;SNF;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS_MENAGES_ENF_PAYS.40.PL.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;35,34;2025-10-22T14:00:29+00:00;ACPR;Crédits bruts aux ménages et entreprises non financières en Pologne;Crédits bruts aux ménages et entreprises non financières en Pologne;CREDITS_BRUTS_MENAGES_ENF_PAYS;A;BQ;_Z;40;PL;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DT_PL_PTF_NEGO.58._Z.APU.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;52,25;2025-10-22T14:00:29+00:00;ACPR;Dépôts et titres des Administrations Publiques donnés en pension livrée du portefeuille de négociation;Dépôts et titres des Administrations Publiques donnés en pension livrée du portefeuille de négociation;DT_PL_PTF_NEGO;A;BQ;_Z;58;_Z;RISQUES;TOP6_AUT_GROUPES;APU;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DT_PL_PTF_NEGO.58._Z.EF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;369,22;2025-10-22T14:00:29+00:00;ACPR;Dépôts et titres des autres entreprises financières donnés en pension livrée du portefeuille de négociation;Dépôts et titres des autres entreprises financières donnés en pension livrée du portefeuille de négociation;DT_PL_PTF_NEGO;A;BQ;_Z;58;_Z;RISQUES;TOP6_AUT_GROUPES;EF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVES9927.477._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;15,93;2025-10-22T14:00:30+00:00;ACPR;Montant à l'actif de dérivés sur crédit;Montant à l'actif de dérivés sur crédit;TB_FIN_NEGO_DERIVES9927;A;BQ;_Z;477;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVES9935.483._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;16,61;2025-10-22T14:00:30+00:00;ACPR;Montant au passif de dérivés sur crédit;Montant au passif de dérivés sur crédit;TB_FIN_NEGO_DERIVES9935;A;BQ;_Z;483;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_VENTE_OPTION9982.498._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;3358,27;2025-10-22T14:00:30+00:00;ACPR;Ventes d'options sur Change et or;Ventes d'options sur Change et or;TB_FIN_NEGO_VENTE_OPTION9982;A;BQ;_Z;498;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.NACE_D.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;1,86;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants du secteur de l'électricité, gaz, vapeur et air conditionné;Taux de prêts non performants du secteur de l'électricité, gaz, vapeur et air conditionné;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_D;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.NACE_K.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;2,25;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants du secteur des activité financières et d'assurance;Taux de prêts non performants du secteur des activité financières et d'assurance;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_K;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL_APRES_PROV.570._Z.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;1,64;2025-10-22T14:00:30+00:00;ACPR;Poids des prêts non performants nets des provisions aux ménages et aux entreprises non financières;Poids des prêts non performants nets des provisions aux ménages et aux entreprises non financières;TX_NPL_APRES_PROV;A;BQ;_Z;570;_Z;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572._Z.NACE_K.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;72,88;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement du secteur des activité financières et d'assurance;Taux de provisionnement du secteur des activité financières et d'assurance;TX_PROV;A;BQ;_Z;572;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_K;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572._Z.NACE_R.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;59,57;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement du secteur des arts, spectacles et activités récréatives;Taux de provisionnement du secteur des arts, spectacles et activités récréatives;TX_PROV;A;BQ;_Z;572;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_R;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572.PL.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;76,31;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement en Pologne;Taux de provisionnement en Pologne;TX_PROV;A;BQ;_Z;572;PL;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DEPOTS.43._Z.APU.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;46,75;2025-10-22T14:00:31+00:00;ACPR;Dépôts des administrations publiques;Dépôts des administrations publiques;DEPOTS;A;BQ;_Z;43;_Z;RISQUES;TOTAL_SECTEUR;APU;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DEPOTS.43._Z.SNF.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;734,11;2025-10-22T14:00:31+00:00;ACPR;Dépôts des sociétés non financières;Dépôts des sociétés non financières;DEPOTS;A;BQ;_Z;43;_Z;RISQUES;TOTAL_SECTEUR;SNF;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
