series_key;time_period;time_period_start;time_period_end;obs_value;updated_at;dataset_id;title_fr;title_long_fr;MNE;FREQ;DOMAINE;ACTIVITE;VARIABLE;ZONE_GEO;CATEGORIE;POPULATION;CONTREPARTIE;CONSOLIDATION;UNIT;DECIMALS;UNIT_MULT;ADJUSTMENT;TIME_FORMAT;SOURCE_AGENCY;TIME_PER_COLLECT;OBS_CONF;OBS_STATUS
ACPR.A.BQ.RISQUES.CRED_CLIENT.34._Z.EC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;367,39;2025-10-22T14:00:28+00:00;ACPR;Établissements de crédit (crédits nets);Établissements de crédit (crédits nets);CRED_CLIENT;A;BQ;_Z;34;_Z;RISQUES;TOP6_AUT_GROUPES;EC;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34._Z.HORS_EC_BC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;4705,52;2025-10-22T14:00:28+00:00;ACPR;Crédits nets  hors EC et banques centrales;Crédits nets  hors EC et banques centrales;CRED_CLIENT;A;BQ;_Z;34;_Z;RISQUES;TOP6_AUT_GROUPES;HORS_EC_BC;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34._Z.NACE_P.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;6,77;2025-10-22T14:00:28+00:00;ACPR;Crédits au secteur de l'enseignement;Crédits au secteur de l'enseignement;CRED_CLIENT;A;BQ;_Z;34;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_P;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34.BE.ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;62,98;2025-10-22T14:00:28+00:00;ACPR;Crédits aux entreprises non financières - Belgique;Crédits aux entreprises non financières - Belgique;CRED_CLIENT;A;BQ;_Z;34;BE;RISQUES;TOP6_AUT_GROUPES;ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34.ES.ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;25,87;2025-10-22T14:00:28+00:00;ACPR;Crédits aux entreprises non financières - Espagne;Crédits aux entreprises non financières - Espagne;CRED_CLIENT;A;BQ;_Z;34;ES;RISQUES;TOP6_AUT_GROUPES;ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34.FR.MENAGES.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;1529,56;2025-10-22T14:00:28+00:00;ACPR;Crédits aux ménages - France;Crédits aux ménages - France;CRED_CLIENT;A;BQ;_Z;34;FR;RISQUES;TOP6_AUT_GROUPES;MENAGES;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_EQUIP.35._Z._Z.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;725,76;2025-10-22T14:00:28+00:00;ACPR;Crédits à l'équipement à l'ensemble de la clientèle non financière;Crédits à l'équipement à l'ensemble de la clientèle non financière;CRED_EQUIP;A;BQ;_Z;35;_Z;RISQUES;TOTAL_SECTEUR;_Z;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_EQUIP.35._Z.SNF.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;537,82;2025-10-22T14:00:28+00:00;ACPR;Crédits à l'équipement aux sociétés non financières;Crédits à l'équipement aux sociétés non financières;CRED_EQUIP;A;BQ;_Z;35;_Z;RISQUES;TOTAL_SECTEUR;SNF;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS.39._Z.NACE_J.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;68,08;2025-10-22T14:00:28+00:00;ACPR;Crédits bruts aux entreprises du secteur de l'information et communication;Crédits bruts aux entreprises du secteur de l'information et communication;CREDITS_BRUTS;A;BQ;_Z;39;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_J;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS.39._Z.NACE_L.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;458,75;2025-10-22T14:00:28+00:00;ACPR;Crédits bruts aux entreprises du secteur des activités immobilières;Crédits bruts aux entreprises du secteur des activités immobilières;CREDITS_BRUTS;A;BQ;_Z;39;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_L;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DERIV_PASSIF_GRE_GRE.49._Z.EC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;336,52;2025-10-22T14:00:29+00:00;ACPR;Montant au passif de dérivés de gré à gré avec établissements de crédit;Passif de dérivés de gré à gré avec établissements de crédit;DERIV_PASSIF_GRE_GRE;A;BQ;_Z;49;_Z;RISQUES;TOP6_AUT_GROUPES;EC;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVES9933.481._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;99,23;2025-10-22T14:00:30+00:00;ACPR;Montant au passif de dérivés sur actions;Montant au passif de dérivés sur actions;TB_FIN_NEGO_DERIVES9933;A;BQ;_Z;481;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_PART_OPTION9966.492._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;182,8;2025-10-22T14:00:30+00:00;ACPR;Dérivés sur Capitaux propres (somme actif et passif);Dérivés sur Capitaux propres (somme actif et passif);TB_FIN_NEGO_PART_OPTION9966;A;BQ;_Z;492;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL_APRES_PROV.570._Z.ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;2,13;2025-10-22T14:00:30+00:00;ACPR;Poids des prêts non performants nets des provisions aux entreprises non financières;Poids des prêts non performants nets des provisions aux entreprises non financières;TX_NPL_APRES_PROV;A;BQ;_Z;570;_Z;RISQUES;TOP6_AUT_GROUPES;ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL_APRES_PROV.570._Z.GE.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;1,6;2025-10-22T14:00:30+00:00;ACPR;Poids des prêts non performants nets des provisions aux grandes entreprises;Poids des prêts non performants nets des provisions aux grandes entreprises;TX_NPL_APRES_PROV;A;BQ;_Z;570;_Z;RISQUES;TOP6_AUT_GROUPES;GE;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL_APRES_PROV.570._Z.PME.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;2,73;2025-10-22T14:00:30+00:00;ACPR;Poids des prêts non performants nets des provisions aux PME;Poids des prêts non performants nets des provisions aux PME;TX_NPL_APRES_PROV;A;BQ;_Z;570;_Z;RISQUES;TOP6_AUT_GROUPES;PME;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572._Z.NACE_A.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;89,57;2025-10-22T14:00:30+00:00;ACPR;Taux de provisionnement du secteur de l'agriculture, sylviculture et pêche;Taux de provisionnement du secteur de l'agriculture, sylviculture et pêche;TX_PROV;A;BQ;_Z;572;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_A;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572.CH.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;43,6;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement en Suisse;Taux de provisionnement en Suisse;TX_PROV;A;BQ;_Z;572;CH;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVE_CREDIT10000.458._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;704,18;2025-10-22T14:00:29+00:00;ACPR;Achats de contrats d'échange de risque de crédit (CDS) En notionnel;Achats de contrats d'échange de risque de crédit (CDS) En notionnel;TB_FIN_NEGO_DERIVE_CREDIT10000;A;BQ;_Z;458;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;2,92;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants aux ménages et aux entreprises non financières;Taux de prêts non performants aux ménages et aux entreprises non financières;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.NACE_O.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;0,74;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants du secteur de l'administration publique;Taux de prêts non performants du secteur de l'administration publique;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_O;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_AFF.31._Z.MENAGES.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;0,13;2025-10-22T14:00:27+00:00;ACPR;Affacturage aux Ménages;Affacturage aux Ménages;CRED_AFF;A;BQ;_Z;31;_Z;RISQUES;TOTAL_SECTEUR;MENAGES;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.GB_FIN_NEGO_ACTIF_9845.181._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;298,3;2025-10-22T14:00:29+00:00;ACPR;Instruments de capitaux propres dans le portefeuille de négociation coté actif;Instruments de capitaux propres dans le portefeuille de négociation coté actif;GB_FIN_NEGO_ACTIF_9845;A;BQ;_Z;181;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.ACT_PTF_NEGO.3._Z.EC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;24,38;2025-10-22T14:00:27+00:00;ACPR;Instruments de capitaux propres des établissements de crédit dans le portefeuille de négociation;Instruments de capitaux propres des établissements de crédit dans le portefeuille de négociation;ACT_PTF_NEGO;A;BQ;_Z;3;_Z;RISQUES;TOP6_AUT_GROUPES;EC;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.ACT_PTF_NEGO.3._Z.EF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;46,35;2025-10-22T14:00:27+00:00;ACPR;Instruments de capitaux propres des autres entreprises financières dans le portefeuille de négociation;Instruments de capitaux propres des autres entreprises financières dans le portefeuille de négociation;ACT_PTF_NEGO;A;BQ;_Z;3;_Z;RISQUES;TOP6_AUT_GROUPES;EF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34._Z.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;3983,68;2025-10-22T14:00:28+00:00;ACPR;Crédits nets  aux entreprises non financières et aux ménages;Crédits nets  aux entreprises non financières et aux ménages;CRED_CLIENT;A;BQ;_Z;34;_Z;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34.DE.MENAGES.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;63,74;2025-10-22T14:00:28+00:00;ACPR;Crédits aux ménages - Allemagne;Crédits aux ménages - Allemagne;CRED_CLIENT;A;BQ;_Z;34;DE;RISQUES;TOP6_AUT_GROUPES;MENAGES;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34.FR.ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;1060,25;2025-10-22T14:00:28+00:00;ACPR;Crédits aux entreprises non financières - France;Crédits aux entreprises non financières - France;CRED_CLIENT;A;BQ;_Z;34;FR;RISQUES;TOP6_AUT_GROUPES;ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34.IT.ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;127,74;2025-10-22T14:00:28+00:00;ACPR;Crédits aux entreprises non financières - Italie;Crédits aux entreprises non financières - Italie;CRED_CLIENT;A;BQ;_Z;34;IT;RISQUES;TOP6_AUT_GROUPES;ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS.39._Z.NACE_F.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;85,24;2025-10-22T14:00:28+00:00;ACPR;Crédits bruts aux entreprises du secteur de la construction;Crédits bruts aux entreprises du secteur de la construction;CREDITS_BRUTS;A;BQ;_Z;39;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_F;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS_MENAGES_ENF_PAYS.40.BE.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;156,44;2025-10-22T14:00:29+00:00;ACPR;Crédits bruts aux ménages et entreprises non financières en Belgique;Crédits bruts aux ménages et entreprises non financières en Belgique;CREDITS_BRUTS_MENAGES_ENF_PAYS;A;BQ;_Z;40;BE;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DERIV_ACTIF_GRE_GRE.45._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;696,89;2025-10-22T14:00:29+00:00;ACPR;Montant à l'actif de dérivés de gré à gré;Dérivés de gré à gré (Actifs);DERIV_ACTIF_GRE_GRE;A;BQ;_Z;45;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DT_PL_PTF_NEGO.58._Z.EC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;181,39;2025-10-22T14:00:29+00:00;ACPR;Dépôts et titres des établissements de crédit donnés en pension livrée du portefeuille de négociation;Dépôts et titres des établissements de crédit donnés en pension livrée du portefeuille de négociation;DT_PL_PTF_NEGO;A;BQ;_Z;58;_Z;RISQUES;TOP6_AUT_GROUPES;EC;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DT_PL_PTF_NEGO.58._Z.ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;79,94;2025-10-22T14:00:29+00:00;ACPR;Dépôts et titres des entreprises non financières donnés en pension livrée du portefeuille de négociation;Dépôts et titres des entreprises non financières donnés en pension livrée du portefeuille de négociation;DT_PL_PTF_NEGO;A;BQ;_Z;58;_Z;RISQUES;TOP6_AUT_GROUPES;ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.OBLIG_PTF_NEGO.238._Z.ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;23,17;2025-10-22T14:00:29+00:00;ACPR;Titre de créances émis par les entreprises non financières dans le portefeuille de négociation;Titre de créances émis par les entreprises non financières dans le portefeuille de négociation;OBLIG_PTF_NEGO;A;BQ;_Z;238;_Z;RISQUES;TOP6_AUT_GROUPES;ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVE_CREDIT10013.465._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;14,13;2025-10-22T14:00:29+00:00;ACPR;Contrats d'échange de risque de crédit (CDS) à l'actif;Contrats d'échange de risque de crédit (CDS) à l'actif;TB_FIN_NEGO_DERIVE_CREDIT10013;A;BQ;_Z;465;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVE_CREDIT10019.471._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;0,33;2025-10-22T14:00:29+00:00;ACPR;Autres dérivés de crédit à l'actif;Autres dérivés de crédit à l'actif;TB_FIN_NEGO_DERIVE_CREDIT10019;A;BQ;_Z;471;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVES9931.479._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;3,36;2025-10-22T14:00:30+00:00;ACPR;Montant à l'actif de dérivés sur autres produits;Montant à l'actif de dérivés sur autres produits;TB_FIN_NEGO_DERIVES9931;A;BQ;_Z;479;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.NACE_E.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;2,75;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants du secteur de la production et distribution d'eau;Taux de prêts non performants du secteur de la production et distribution d'eau;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_E;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.NACE_H.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;2,95;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants du secteur du transports et entreposage;Taux de prêts non performants du secteur du transports et entreposage;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_H;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_NPL.569._Z.NACE_N.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;3,06;2025-10-22T14:00:30+00:00;ACPR;Taux de prêts non performants du secteur de l'activité de services administratifs et de soutien;Taux de prêts non performants du secteur de l'activité de services administratifs et de soutien;TX_NPL;A;BQ;_Z;569;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_N;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572._Z.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;45,01;2025-10-22T14:00:30+00:00;ACPR;Taux de provisionnement aux ménages et aux entreprises non financières;Taux de provisionnement aux ménages et aux entreprises non financières;TX_PROV;A;BQ;_Z;572;_Z;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV.572.IT.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;78,69;2025-10-22T14:00:31+00:00;ACPR;Taux de provisionnement en Italie;Taux de provisionnement en Italie;TX_PROV;A;BQ;_Z;572;IT;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TX_PROV_NPL.573._Z.MENAGES.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;1,19;2025-10-22T14:00:31+00:00;ACPR;Poids des provisions des prêts non performants aux ménages;Poids des provisions des prêts non performants aux ménages;TX_PROV_NPL;A;BQ;_Z;573;_Z;RISQUES;TOP6_AUT_GROUPES;MENAGES;PHNC;PC;2;0;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVES9922.588._Z._Z.PHNC._Z._Z;2024;2024-01-01;2024-12-31;556,09;2025-10-22T14:00:31+00:00;ACPR;Montants notionnels de dérivés (autres y compris matières premières);Montants notionnels de dérivés (autres y compris matières premières);TB_FIN_NEGO_DERIVES9922;A;BQ;_Z;588;_Z;RISQUES;_Z;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_COD.30._Z.MENAGES.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;9,34;2025-10-22T14:00:28+00:00;ACPR;Comptes ordinaires débiteurs aux Ménages;Comptes ordinaires débiteurs aux Ménages;CRED_COD;A;BQ;_Z;30;_Z;RISQUES;TOTAL_SECTEUR;MENAGES;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DERIV_PASSIF_GRE_GRE.49._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;657,94;2025-10-22T14:00:29+00:00;ACPR;Montant au passif de dérivés de gré à gré;Passif de dérivés de gré à gré;DERIV_PASSIF_GRE_GRE;A;BQ;_Z;49;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DERIV_PASSIF_GRE_GRE.49._Z.AUTRES.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;88,26;2025-10-22T14:00:29+00:00;ACPR;Montant au passif de dérivés de gré à gré avec autres contreparties;Passif de dérivés de gré à gré avec autres contreparties;DERIV_PASSIF_GRE_GRE;A;BQ;_Z;49;_Z;RISQUES;TOP6_AUT_GROUPES;AUTRES;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.TB_FIN_NEGO_DERIVE_CREDIT10017.469._Z._Z.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;1,47;2025-10-22T14:00:29+00:00;ACPR;Dérivés de crédit sur transfert de rendement (Total return swaps) à l'actif;Dérivés de crédit sur transfert de rendement (Total return swaps) à l'actif;TB_FIN_NEGO_DERIVE_CREDIT10017;A;BQ;_Z;469;_Z;RISQUES;TOP6_AUT_GROUPES;_Z;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.ACTFR_CLIENT_RE_TTES_DEV2360.43._Z.MENAGES.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;163,53;2025-10-22T14:00:31+00:00;ACPR;Comptes à terme des ménages;Comptes à terme des ménages;ACTFR_CLIENT_RE_TTES_DEV2360;A;BQ;_Z;43;_Z;RISQUES;TOTAL_SECTEUR;MENAGES;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.LOANS_PTF_NEGO.222._Z.EC.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;202,75;2025-10-22T14:00:29+00:00;ACPR;Prêts aux Établissements de crédit dans le portefeuille de négociation;Prêts aux Établissements de crédit dans le portefeuille de négociation;LOANS_PTF_NEGO;A;BQ;_Z;222;_Z;RISQUES;TOP6_AUT_GROUPES;EC;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_CLIENT.34._Z.NACE_R.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;9,67;2025-10-22T14:00:28+00:00;ACPR;Crédits au secteur des arts, spectacles et activités récréatives;Crédits au secteur des arts, spectacles et activités récréatives;CRED_CLIENT;A;BQ;_Z;34;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_R;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CRED_EQUIP.35._Z.MENAGES.SOLO._Z.TOTAL_SECTEUR;2024;2024-01-01;2024-12-31;36,92;2025-10-22T14:00:28+00:00;ACPR;Crédits à l'équipement aux Ménages;Crédits à l'équipement aux Ménages;CRED_EQUIP;A;BQ;_Z;35;_Z;RISQUES;TOTAL_SECTEUR;MENAGES;SOLO;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS.39._Z.NACE_D.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;94,5;2025-10-22T14:00:28+00:00;ACPR;Crédits bruts aux entreprises du secteur de l'électricité, gaz, vapeur et air conditionné;Crédits bruts aux entreprises du secteur de l'électricité, gaz, vapeur et air conditionné;CREDITS_BRUTS;A;BQ;_Z;39;_Z;RISQUES;TOP6_AUT_GROUPES;NACE_D;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.CREDITS_BRUTS_MENAGES_ENF_PAYS.40.FR.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;2589,81;2025-10-22T14:00:29+00:00;ACPR;Crédits bruts aux ménages et entreprises non financières en France;Crédits bruts aux ménages et entreprises non financières en France;CREDITS_BRUTS_MENAGES_ENF_PAYS;A;BQ;_Z;40;FR;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DEPOTS.43._Z.MENAGES_ENF.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;3893,85;2025-10-22T14:00:29+00:00;ACPR;Dépôts  aux entreprises non financières et aux ménages;Dépôts  aux entreprises non financières et aux ménages;DEPOTS;A;BQ;_Z;43;_Z;RISQUES;TOP6_AUT_GROUPES;MENAGES_ENF;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
ACPR.A.BQ.RISQUES.DT_PL_PTF_NEGO.58._Z.MENAGES.PHNC._Z.TOP6_AUT_GROUPES;2024;2024-01-01;2024-12-31;0,0;2025-10-22T14:00:29+00:00;ACPR;Dépôts et titres des Ménages donnés en pension livrée du portefeuille de négociation;Dépôts et titres des Ménages donnés en pension livrée du portefeuille de négociation;DT_PL_PTF_NEGO;A;BQ;_Z;58;_Z;RISQUES;TOP6_AUT_GROUPES;MENAGES;PHNC;EUR;2;9;N;P1Y;ACPR;E;F;A
